gene1,gene2,score
RRP9,NOC4L,0.999
RRP9,WDR36,0.999
RRP9,IMP4,0.999
IMP4,MCC,0.92
IMP4,NGDN,0.998
IMP4,WDR36,0.999
IMP4,NOC4L,0.999
IMP4,UTP4,0.999
UTP6,MCC,0.921
UTP6,NGDN,0.999
UTP6,WDR36,0.999
MCCC1,MCC,0.917
UTP4,MCC,0.913
UTP4,NGDN,0.999
UTP4,WDR36,0.999
NOC4L,MCC,0.912
NOC4L,WDR36,0.999
NOC4L,NGDN,0.999
MCCC2,MCC,0.906
NGDN,MCC,0.912
NGDN,WDR36,0.999
MCC,WDR36,0.916
EHHADH,PC,0.406
ECHS1,PC,0.52
AUH,PCCB,0.624
AUH,IVD,0.792
HADHA,PC,0.449
EHHADH,NELFCD,0.41
ECHS1,NELFCD,0.446
ECHS1,PCCA,0.596
AUH,NELFCD,0.476
AUH,PCCA,0.488
PCCA,HADHA,0.586
HADHA,NELFCD,0.437
NELFCD,IVD,0.615
SPR,MMAA,0.649
SPR,MMUT,0.761
SPR,MCEE,0.941
SPR,CBR1,0.974
MCEE,MMAB,0.798
MCEE,MMADHC,0.811
MCEE,CBR1,0.818
MCEE,MMAA,0.949
MCEE,ECHDC1,0.956
MCEE,PCCA,0.977
MCEE,PCCB,0.987
MCEE,MMUT,0.996
MMUT,PCCA,0.906
MMUT,ACSF3,0.925
MMUT,PCCB,0.937
PCCA,MMAA,0.517
PCCA,MMADHC,0.554
PCCA,MMAB,0.64
PCCA,ECHDC1,0.945
MMADHC,PCCB,0.52
MMADHC,ACSF3,0.595
PCCB,MMAA,0.686
PCCB,MMAB,0.701
MMAB,ACSF3,0.629
CTSZ,SEC13,0.544
CTSZ,LMAN1L,0.547
CTSZ,SEC24C,0.556
CTSZ,F8,0.588
CTSZ,F5,0.617
CTSZ,CTSC,0.668
CTSC,LMAN1L,0.504
CTSC,SEC24C,0.512
CTSC,SEC13,0.535
CTSC,F5,0.577
CTSC,LMAN2,0.588
CTSC,LMAN2L,0.588
CTSC,F8,0.608
CTSC,MCFD2,0.697
LMAN1,LMAN1L,0.598
LMAN1,F5,0.789
LMAN1,SEC13,0.844
LMAN2,F8,0.527
LMAN2,LMAN1L,0.539
LMAN2,F5,0.554
LMAN2,SEC24C,0.63
LMAN2,SEC13,0.686
LMAN1L,F5,0.509
LMAN1L,F8,0.534
LMAN1L,SEC24C,0.553
LMAN1L,LMAN2L,0.555
LMAN1L,SEC13,0.6
LMAN1L,MCFD2,0.823
SEC24C,F5,0.514
SEC24C,LMAN2L,0.559
SEC24C,SEC13,0.999
F8,SEC13,0.505
F8,LMAN2L,0.536
F5,SEC13,0.505
F5,LMAN2L,0.55
LMAN2L,SEC13,0.609
SEC13,MCFD2,0.666
RSPH4A,FOXJ1,0.552
GMNN,E2F4,0.467
CCNO,E2F4,0.418
CCNO,RFX2,0.463
CCNO,DEUP1,0.663
CCNO,GMNC,0.666
CCNO,FOXJ1,0.691
DEUP1,E2F4,0.43
DEUP1,RFX2,0.475
DEUP1,FOXJ1,0.574
DEUP1,GMNC,0.622
RFX2,GMNC,0.643
FOXJ1,CCDC39,0.511
FOXJ1,GMNC,0.686
E2F4,GMNC,0.711
E2F4,MCIDAS,0.93
E2F4,E2F5,0.992
E2F5,MCIDAS,0.813
E2F5,GMNC,0.898
GMNC,MCIDAS,0.901
CDC6,WDHD1,0.916
CDC6,CDC45,0.994
CDC6,MCM10,0.998
MCM5,MCM10,0.997
MCM5,WDHD1,0.999
MCM4,MCM10,0.999
MCM4,WDHD1,0.999
MCM6,WDHD1,0.998
MCM6,MCM10,0.999
MCM2,MCM10,0.997
MCM2,WDHD1,0.998
CDT1,WDHD1,0.874
CDT1,CDC45,0.994
CDT1,MCM10,0.997
MCM7,WDHD1,0.996
MCM7,MCM10,0.999
WDHD1,MCM10,0.998
WDHD1,CDC45,0.999
WDHD1,MCM3,0.999
CDC45,MCM10,0.999
MCM10,MCM3,0.999
CDC6,GINS1,0.744
CDC6,GINS4,0.785
CDC6,CDC7,0.977
MCM5,CDC7,0.999
ORC2,GINS1,0.415
ORC2,CDC7,0.861
MCM4,CDC7,0.999
GINS1,CDC7,0.51
GINS1,CDT1,0.63
MCM6,CDC7,0.999
MCM2,CDC7,0.999
GINS4,CDC7,0.693
GINS4,CDT1,0.825
CDT1,CDC7,0.948
MCM7,CDC7,0.999
RANBP2,CETN3,0.916
RANBP2,PCID2,0.918
RANBP2,ENY2,0.92
RANBP2,CETN2,0.926
RANBP2,MCM3AP,0.96
RANBP2,TPR,0.99
RANBP2,NUP153,0.996
RANBP2,NUP98,0.999
MCM3AP,NUP98,0.959
MCM3AP,TPR,0.964
MCM3AP,SEM1,0.968
MCM3AP,NUP153,0.983
MCM3AP,MCM3,0.988
MCM3AP,CETN2,0.998
MCM3AP,ENY2,0.999
MCM3AP,CETN3,0.999
MCM3AP,PCID2,0.999
NUP98,CETN2,0.914
NUP98,CETN3,0.914
NUP98,PCID2,0.928
NUP98,ENY2,0.929
NUP98,TPR,0.994
NUP98,NUP153,0.999
TPR,CETN2,0.926
TPR,ENY2,0.932
TPR,CETN3,0.945
TPR,NUP153,0.999
CETN2,SEM1,0.846
CETN2,NUP153,0.953
CETN2,CETN3,0.967
CETN2,ENY2,0.999
CETN2,PCID2,0.999
CETN3,SEM1,0.66
CETN3,NUP153,0.949
CETN3,PCID2,0.992
CETN3,ENY2,0.999
ENY2,NUP153,0.983
ENY2,SEM1,0.993
ENY2,PCID2,0.999
NUP153,PCID2,0.939
PCID2,SEM1,0.994
CDC6,GINS2,0.705
CDC6,DBF4,0.956
MCM5,DBF4,0.991
GINS2,CDT1,0.906
MCM4,DBF4,0.999
GINS1,DBF4,0.652
MCM6,DBF4,0.993
MCM2,DBF4,0.996
DBF4,GINS4,0.801
DBF4,CDT1,0.956
DBF4,MCM7,0.997
GINS4,ORC5,0.611
CDC6,GINS3,0.85
CDT1,GINS3,0.878
CDC7,GINS3,0.714
CDC7,CDC45,0.991
CDC6,MCM9,0.978
CDC6,MCM8,0.993
MCM5,MCM8,0.996
MCM5,MCM9,0.998
MCM4,MCM8,0.997
MCM4,MCM9,0.998
MCM6,MCM9,0.982
MCM6,MCM8,0.988
MCM2,MCM9,0.9
MCM2,MCM8,0.981
CDT1,MCM8,0.975
CDT1,MCM9,0.992
MCM7,MCM8,0.997
MCM7,MCM9,0.997
MCM9,MCM10,0.957
MCM9,MCM3,0.998
MCM8,MCM10,0.976
MCM8,MCM3,0.993
CDC6,MCM8-2,0.895
MCM5,MCM8-2,0.958
MCM4,MCM8-2,0.958
MCM6,MCM8-2,0.82
CDT1,MCM8-2,0.948
MCM7,MCM8-2,0.963
MCM9,WDHD1,0.96
WDHD1,MCM8-2,0.845
WDHD1,MCM8,0.877
MCM3,MCM8-2,0.928
PKD2,FRMD6,0.407
PKD2,TRPM4,0.635
PKD2,MCOLN1,0.78
TRPM4,MCOLN2,0.506
TRPM4,MCOLN3,0.543
TRPM4,MCOLN1,0.76
MCOLN1,TPCN2,0.768
MCOLN1,NEU3,0.772
MCOLN1,PDCD6,0.777
MCOLN1,PNPLA6,0.781
MCOLN1,FRMD6,0.826
MCOLN1,TFEB,0.86
MCOLN1,MCOLN3,0.976
MCOLN1,MCOLN2,0.984
TPCN2,MCOLN3,0.63
TPCN2,MCOLN2,0.659
FRMD6,MCOLN2,0.649
FRMD6,MCOLN3,0.658
TFEB,MCOLN3,0.421
TFEB,MCOLN2,0.465
MCOLN3,MCOLN2,0.983
TERF2,MDC1,0.772
TERF2,MCPH1,0.931
MCPH1,MDC1,0.822
MCPH1,BRCA2,0.844
MCPH1,NCAPG2,0.845
MCPH1,NCAPD3,0.859
ASPM,BRCA2,0.431
ASPM,NCAPD3,0.55
ASPM,NCAPG2,0.663
STIL,NCAPG2,0.599
NCAPG2,NCAPD3,0.999
DENR,RPSA,0.904
DENR,RPS16,0.911
DENR,RPS2,0.925
DENR,RACK1,0.926
DENR,RPS9,0.927
DENR,RPS20,0.939
DENR,RPS8,0.958
DENR,MCTS1,0.999
OLA1,RPS16,0.402
OLA1,RPS20,0.465
OLA1,RPSA,0.529
OLA1,RPS9,0.55
OLA1,RPS2,0.602
OLA1,RACK1,0.631
OLA1,MCTS1,0.851
RPS2,MCTS1,0.836
RPS2,RPS9,0.999
RPS2,RPS16,0.999
RPS2,RPSA,0.999
RPS2,RACK1,0.999
RPS2,RPS8,0.999
MCTS1,RPS8,0.835
MCTS1,RPS20,0.84
MCTS1,RACK1,0.841
MCTS1,RPS16,0.842
MCTS1,RPSA,0.845
MCTS1,RPS9,0.847
MCTS1,CUL4B,0.861
RPS16,RPS9,0.999
RPS16,RPSA,0.999
RPS16,RACK1,0.999
RPS16,RPS20,0.999
RPS16,RPS8,0.999
RPS9,RPS20,0.999
RPS9,RPS8,0.999
RPS9,RPSA,0.999
RPS9,RACK1,0.999
RPS8,RPS20,0.999
RPS8,RACK1,0.999
RPS8,RPSA,0.999
RPSA,RPS20,0.999
RPSA,RACK1,0.999
RACK1,RPS20,0.999
FBL,MDFIC,0.442
FBL,PIAS1,0.486
FBL,CTCF,0.624
MDFIC,PIAS1,0.408
MDFIC,ZIC2,0.41
MDFIC,TMEM168,0.429
MDFIC,THBS1,0.441
MDFIC,RAD21,0.51
MDFIC,CCNT1,0.653
MDFIC,CHIA,0.713
MDFIC,CTCF,0.72
RAD21,CHIA,0.581
CHIA,CTCF,0.787
GOT2,ACLY,0.909
GOT1L1,ME1,0.47
GOT1L1,ME3,0.522
GOT1L1,ACLY,0.839
GOT1L1,IDH2,0.885
GOT1L1,CS,0.9
GOT1L1,MDH2,0.978
IDH2,ME3,0.654
IDH2,ME1,0.678
IDH2,GOT1,0.916
CS,GOT1,0.908
FH,PC,0.763
FH,ACLY,0.81
ME1,GOT1,0.656
ME1,ACLY,0.761
ME1,PC,0.997
GOT1,ME3,0.516
GOT1,ACLY,0.888
ME3,ACLY,0.682
ME3,PC,0.986
MDM2,RB1,0.999
MDM2,UBE2D2,0.999
MDM2,USP7,0.999
MDM2,CDKN2A,0.999
MDM2,MDM4,0.999
MDM2,RPL11,0.999
MDM2,RPL5,0.999
EP300,MDM4,0.562
EP300,USP7,0.623
EP300,RB1,0.808
EP300,CDKN2A,0.859
RB1,USP7,0.412
RB1,AKT1,0.586
RB1,MDM4,0.682
RB1,TP53,0.936
TP53,UBE2D2,0.531
TP53,RPL5,0.945
TP53,RPL11,0.971
TP53,AKT1,0.994
TP53,MDM4,0.999
TP53,USP7,0.999
TP53,CDKN2A,0.999
USP7,AKT1,0.47
USP7,CDKN2A,0.691
USP7,MDM4,0.973
MDM4,AKT1,0.465
MDM4,RPL5,0.615
MDM4,RPL11,0.695
MDM4,UBE2D2,0.953
MDM4,CDKN2A,0.963
RPL5,CDKN2A,0.586
CDKN2A,RPL11,0.762
CDKN2A,AKT1,0.866
MDM2,UBB,0.961
MDM2,CSNK1A1,0.961
MDM2,SFN,0.989
MDM2,UBC,0.99
MDM2,RPS27A,0.994
MDM2,ATM,0.995
CSNK1A1,UBB,0.565
CSNK1A1,UBC,0.567
CSNK1A1,TP53,0.926
CSNK1A1,RPS27A,0.927
CSNK1A1,MDM4,0.971
TP53,UBB,0.799
TP53,RPS27A,0.971
TP53,SFN,0.999
RPS27A,ATM,0.567
RPS27A,MDM4,0.97
RPS27A,USP7,0.987
ATM,UBB,0.565
ATM,USP7,0.579
ATM,SFN,0.604
ATM,UBC,0.733
ATM,CDKN2A,0.847
ATM,MDM4,0.954
SFN,CDKN2A,0.516
SFN,MDM4,0.977
USP7,UBB,0.984
USP7,UBC,0.997
MDM4,UBB,0.959
MDM4,UBC,0.967
KAT2B,RUNX1,0.589
KAT2B,CTBP2,0.741
KAT2B,CTBP1,0.859
KAT2B,MECOM,0.861
KAT2B,HDAC2,0.95
KAT2B,HDAC1,0.976
MECOM,SMAD3,0.858
MECOM,RBBP4,0.876
MECOM,MAPK9,0.901
MECOM,MAPK8,0.905
MECOM,RUNX1,0.988
CTBP1,RBBP4,0.429
CTBP1,RUNX1,0.973
RUNX1,MAPK8,0.461
RUNX1,SMAD3,0.878
RUNX1,CTBP2,0.942
SMAD3,HDAC2,0.67
SMAD3,MAPK9,0.927
SMAD3,MAPK8,0.977
HDAC1,MAPK8,0.488
MAPK8,HDAC2,0.421
RCOR1,ATRX,0.417
RCOR1,SUV39H1,0.604
RCOR1,NCOR1,0.976
RCOR1,MECP2,0.994
RCOR1,SIN3A,0.999
NCOR1,SUV39H1,0.453
NCOR1,ATRX,0.485
NCOR1,CREB1,0.607
NCOR1,DNMT1,0.899
NCOR1,HDAC2,0.994
NCOR1,MECP2,0.997
NCOR1,SIN3A,0.999
SUV39H1,ATRX,0.728
SUV39H1,SIN3A,0.873
SUV39H1,MECP2,0.993
DNMT1,CREB1,0.475
DNMT1,ATRX,0.814
DNMT1,SIN3A,0.918
DNMT1,MECP2,0.998
YBX1,MECP2,0.978
ATRX,HDAC2,0.442
ATRX,HDAC1,0.657
ATRX,MECP2,0.981
HDAC1,CREB1,0.877
HDAC1,MECP2,0.999
SIN3A,MECP2,0.999
CREB1,HDAC2,0.769
CREB1,MECP2,0.996
MECP2,HDAC2,0.997
ACADL,HTD2,0.413
ACADL,FASN,0.709
ACADL,MECR,0.935
ACADS,HTD2,0.413
ACADS,OXSM,0.465
ACADS,FASN,0.639
ACADS,MECR,0.935
MECR,ACOX1,0.933
MECR,ACAA2,0.937
MECR,HADHA,0.944
MECR,ACOX3,0.95
MECR,HTD2,0.951
MECR,ECHS1,0.965
OXSM,HTD2,0.459
OXSM,HADHA,0.485
OXSM,ACAA2,0.493
OXSM,ECHS1,0.522
ACAA2,HTD2,0.513
ACAA2,FASN,0.575
ACOX1,FASN,0.825
FASN,ACOX3,0.646
FASN,ECHS1,0.696
FASN,HADHA,0.702
FASN,HTD2,0.923
ACOX3,HTD2,0.506
ECHS1,HTD2,0.445
HADHA,HTD2,0.412
MED28,MED27,0.999
MED28,MED11,0.999
MED28,MED17,0.999
MED28,MED21,0.999
MED28,MED20,0.999
MED28,MED10,0.999
MED28,MED30,0.999
MED28,MED4,0.999
MED28,MED8,0.999
MED17,MED30,0.999
MED17,MED4,0.999
MED17,MED11,0.999
MED17,MED10,0.999
MED17,MED20,0.999
MED17,MED27,0.999
MED17,MED7,0.999
MED10,MED4,0.999
MED10,MED8,0.999
MED10,MED30,0.999
MED10,MED11,0.999
MED10,MED21,0.999
MED10,MED7,0.999
MED10,MED27,0.999
MED10,MED20,0.999
MED4,MED27,0.998
MED4,MED20,0.998
MED4,MED7,0.999
MED4,MED30,0.999
MED4,MED8,0.999
MED4,MED11,0.999
MED4,MED21,0.999
MED20,MED11,0.999
MED20,MED21,0.999
MED20,MED30,0.999
MED20,MED8,0.999
MED20,MED27,0.999
MED20,MED7,0.999
MED21,MED27,0.998
MED21,MED11,0.999
MED21,MED30,0.999
MED21,MED7,0.999
MED7,MED30,0.998
MED7,MED8,0.999
MED7,MED11,0.999
MED7,MED27,0.999
MED8,MED27,0.998
MED8,MED11,0.999
MED8,MED30,0.999
MED27,MED30,0.999
MED27,MED11,0.999
MED11,MED30,0.999
MED31,MED13L,0.957
MED31,MED8,0.997
MED31,MED15,0.997
MED31,MED20,0.997
MED31,MED4,0.999
MED31,MED10,0.999
MED31,MED12,0.999
MED31,MED28,0.999
MED31,MED17,0.999
MED31,MED21,0.999
MED28,MED15,0.999
MED17,MED13L,0.955
MED17,MED15,0.999
MED10,MED13L,0.988
MED10,MED12,0.999
MED10,MED15,0.999
MED4,MED13L,0.979
MED4,MED15,0.998
MED4,MED12,0.999
MED15,MED13L,0.959
MED15,MED8,0.996
MED15,MED21,0.998
MED15,MED20,0.998
MED15,MED12,0.999
MED20,MED13L,0.945
MED20,MED12,0.999
MED13L,MED8,0.891
MED13L,MED21,0.971
MED13L,MED18,0.975
MED13L,MED29,0.978
MED13L,MED19,0.986
MED7,MED29,0.998
MED7,MED19,0.999
MED7,MED18,0.999
MED1,MED29,0.999
MED1,MED19,0.999
CDK19,MED29,0.978
CDK19,MED18,0.983
CDK19,MED19,0.99
MED18,MED12L,0.952
MED18,MED29,0.999
MED18,MED19,0.999
CDK8,MED29,0.993
CDK8,MED19,0.994
MED13,MED29,0.996
MED13,MED19,0.997
MED12L,MED29,0.94
MED12L,MED19,0.976
CCNC,MED29,0.982
CCNC,MED19,0.989
MED29,MED19,0.999
MED28,MED18,0.999
MED28,MED14,0.999
MED28,MED19,0.999
MED17,CDK19,0.987
MED17,MED19,0.999
MED14,CDK19,0.993
MED14,MED19,0.999
MED12,MED19,0.995
MED10,MED12L,0.902
MED10,CDK19,0.981
MED10,CCNC,0.99
MED10,CDK8,0.995
MED10,MED23,0.998
MED10,MED19,0.999
MED10,MED14,0.999
MED4,MED12L,0.915
MED4,CDK19,0.974
MED4,CCNC,0.986
MED4,CDK8,0.992
MED4,MED19,0.998
MED4,MED23,0.999
MED4,MED14,0.999
MED13L,MED23,0.978
MED13L,MED14,0.98
MED14,MED12L,0.894
MED14,MED23,0.999
MED23,MED12L,0.918
MED23,CDK19,0.982
MED23,CCNC,0.986
MED23,CDK8,0.996
MED23,MED19,0.998
MED23,MED12,0.999
MED28,MED16,0.999
MED28,MED23,0.999
MED17,MED23,0.998
MED17,MED16,0.999
MED10,MED1,0.997
MED10,MED16,0.999
MED10,MED18,0.999
MED15,MED23,0.999
MED15,MED1,0.999
MED15,MED14,0.999
MED15,MED27,0.999
MED15,MED16,0.999
MED15,MED18,0.999
MED21,MED23,0.998
MED21,MED16,0.999
MED27,MED23,0.997
MED27,MED1,0.999
MED27,MED14,0.999
MED27,MED18,0.999
MED27,MED16,0.999
MED1,MED16,0.999
MED1,MED23,0.999
MED14,MED16,0.999
MED16,MED23,0.999
MED16,MED18,0.999
MED23,MED18,0.999
MED31,MED26,0.999
MED31,MED7,0.999
MED28,MED26,0.999
MED17,MED26,0.999
MED10,MED26,0.999
MED4,MED26,0.999
MED15,MED26,0.997
MED15,MED7,0.999
MED26,MED20,0.997
MED26,MED8,0.997
MED26,MED7,0.999
MED26,MED21,0.999
MED28,MED24,0.999
MED28,MED25,0.999
MED4,MED25,0.996
MED4,MED16,0.998
MED4,MED24,0.998
MED4,MED18,0.999
MED4,MED1,0.999
MED15,MED25,0.997
MED15,MED24,0.999
MED1,MED24,0.999
MED1,MED25,0.999
MED14,MED25,0.996
MED14,MED24,0.999
MED16,MED25,0.997
MED16,MED12,0.999
MED16,MED24,0.999
MED25,MED18,0.993
MED25,MED24,0.996
MED25,MED12,0.999
MED25,MED23,0.999
MED23,MED24,0.999
MED18,MED24,0.999
MED12,MED24,0.999
MED28,MED6,0.999
MED17,MED25,0.996
MED10,MED25,0.996
MED10,MED6,0.999
MED4,MED6,0.999
MED15,MED6,0.998
MED16,MED6,0.998
MED25,MED6,0.997
MED23,MED6,0.998
MED15,MED30,0.994
MED15,MED11,0.997
MED20,MED1,0.999
MED20,MED14,0.999
MED7,MED14,0.999
MED11,MED1,0.997
MED11,MED14,0.999
MED30,MED14,0.999
MED30,MED1,0.999
HDAC5,MYOG,0.453
MYOG,CTNNB1,0.453
MYOG,PPARGC1A,0.593
MYOG,NKX2-5,0.634
MYOG,HDAC4,0.749
MYOG,MYOD1,0.821
MYOG,MEF2A,0.941
MYOG,MEF2C,0.964
MYOD1,GATA4,0.582
MYOD1,NKX2-5,0.65
MYOD1,CTNNB1,0.66
MYOD1,PPARGC1A,0.671
MYOD1,HDAC4,0.824
MYOD1,MEF2C,0.956
MYOD1,MEF2A,0.967
HDAC4,GATA4,0.415
HDAC4,PPARGC1A,0.435
HDAC4,CTNNB1,0.606
PPARGC1A,MEF2A,0.434
PPARGC1A,MEF2C,0.943
MAPK7,CTNNB1,0.444
MAPK7,MEF2C,0.956
MAPK7,MEF2A,0.972
NKX2-5,CTNNB1,0.536
NKX2-5,MEF2A,0.939
NKX2-5,MEF2C,0.988
MEF2C,CTNNB1,0.939
MEF2C,GATA4,0.969
GATA4,CTNNB1,0.605
GATA4,MEF2A,0.622
MEF2A,CTNNB1,0.764
MEFV,NLRP12,0.967
MEFV,NAIP,0.979
MEFV,NLRP6,0.984
MEFV,NLRP3,0.996
MEFV,PYCARD,0.999
MEFV,AIM2,0.999
MEFV,NLRC4,0.999
MEFV,PSTPIP1,0.999
MEFV,CASP1,0.999
MEFV,NLRP1,0.999
PYCARD,PSTPIP1,0.846
PYCARD,NAIP,0.957
PYCARD,NLRP12,0.991
NLRP6,NAIP,0.958
NLRP6,NLRP12,0.986
NLRP3,PSTPIP1,0.627
NLRP3,NLRP12,0.984
NLRP3,NAIP,0.985
AIM2,NLRP12,0.981
AIM2,NAIP,0.994
NLRP12,PSTPIP1,0.646
NLRP12,NAIP,0.749
NLRP12,NLRP1,0.985
NLRP12,CASP1,0.989
NLRP12,NLRC4,0.996
NLRC4,PSTPIP1,0.5
NLRC4,NAIP,0.999
NAIP,CASP1,0.979
NAIP,NLRP1,0.986
CASP1,PSTPIP1,0.695
PSTPIP1,NLRP1,0.43
EGF,CRK,0.474
EGF,IFT122,0.51
EGF,AP2M1,0.575
EGF,MEGF10,0.73
MERTK,GULP1,0.403
MERTK,IFT122,0.523
MERTK,ADGRB1,0.619
MERTK,DOCK1,0.644
MERTK,MEGF10,0.799
IFT122,CCDC136,0.432
IFT122,CRK,0.507
IFT122,DOCK1,0.759
IFT122,ADGRB1,0.762
IFT122,MEGF10,0.858
CCDC136,AP2M1,0.576
CCDC136,MEGF10,0.832
CRK,MEGF10,0.573
CRK,GULP1,0.839
SPATA6,MEGF10,0.631
GULP1,AP2M1,0.437
GULP1,ADGRB1,0.717
GULP1,MEGF10,0.87
GULP1,DOCK1,0.927
AP2M1,MEGF10,0.81
MEGF10,DOCK1,0.606
MEGF10,ADGRB1,0.676
SMO,MGRN1,0.919
SMO,MEGF8,0.93
SMO,MOSMO,0.931
MEGF8,PSG3,0.628
MEGF8,PSG8,0.635
MEGF8,MOSMO,0.662
MEGF8,PSG1,0.693
MEGF8,TMEM145,0.693
MEGF8,RNF157,0.7
MEGF8,SMARCD3,0.768
MEGF8,MGRN1,0.975
SMARCD3,GFI1B,0.445
MGRN1,MOSMO,0.511
RNF157,MOSMO,0.615
PSG8,PSG3,0.785
PSG8,PSG1,0.8
PSG1,PSG3,0.954
MORC1,SPO11,0.736
MORC1,MEI1,0.768
NEDD8,MEI1,0.687
ANKRD31,SPO11,0.567
ANKRD31,HORMAD1,0.573
ANKRD31,SYCE1,0.575
ANKRD31,C11orf80,0.636
ANKRD31,MEI4,0.743
ANKRD31,MEI1,0.776
ANKRD31,CCDC36,0.87
ANKRD31,REC114,0.987
SYCE1,REC114,0.481
SYCE1,CCDC36,0.482
SYCE1,MEI1,0.716
SYCE1,SPO11,0.743
SYCE1,HORMAD1,0.832
REC114,HORMAD1,0.719
REC114,C11orf80,0.824
REC114,SPO11,0.871
REC114,MEI1,0.906
REC114,CCDC36,0.953
C11orf80,HORMAD1,0.53
C11orf80,MEI4,0.621
C11orf80,MEI1,0.712
C11orf80,CCDC36,0.799
C11orf80,SPO11,0.986
HORMAD1,MEI4,0.646
HORMAD1,MEI1,0.722
HORMAD1,SPO11,0.901
HORMAD1,CCDC36,0.948
SPO11,MEI4,0.762
SPO11,CCDC36,0.802
SPO11,MEI1,0.88
MEI1,MEI4,0.793
MEI1,CCDC36,0.805
CCDC36,MEI4,0.913
MSH4,ATR,0.493
MSH4,SPATA22,0.499
MSH4,MCM9,0.58
MSH4,RAD52,0.599
MSH4,MEIOB,0.705
MSH4,FANCM,0.84
MSH4,SPO11,0.891
MSH4,RAD51,0.967
FANCM,TERT,0.48
FANCM,MCM9,0.571
FANCM,SPO11,0.725
FANCM,DNA2,0.805
FANCM,MEIOB,0.963
FANCM,ATR,0.978
FANCM,RAD52,0.99
TERT,ATR,0.632
TERT,RAD51,0.642
TERT,RAD52,0.77
TERT,MEIOB,0.803
MEIOB,SPO11,0.706
MEIOB,RAD51,0.711
MEIOB,MCM9,0.715
MEIOB,DNA2,0.764
MEIOB,ATR,0.842
MEIOB,RAD52,0.87
MCM9,SPO11,0.427
MCM9,RAD51,0.652
ATR,SPO11,0.733
ATR,DNA2,0.899
ATR,RAD52,0.955
DNA2,SPO11,0.718
DNA2,RAD52,0.938
RAD52,SPO11,0.723
SPO11,SPATA22,0.604
SPO11,RAD51,0.965
PBX4,PBX2,0.664
PBX4,MEIS1,0.79
PBX4,MEIS2,0.863
MEIS1,HOXB13,0.964
HOXB13,PBX2,0.447
HOXB13,PBX1,0.485
HOXB13,MEIS2,0.927
JUND,SMAD3,0.839
JUND,MEN1,0.998
RBBP5,PSIP1,0.891
KMT2D,CTNNB1,0.936
SMAD3,MEN1,0.983
MEN1,CTNNB1,0.978
MEN1,PSIP1,0.997
ASH2L,PSIP1,0.697
ASH2L,CTNNB1,0.913
WDR5,PSIP1,0.676
PSIP1,KMT2B,0.6
PSIP1,KMT2A,0.988
MYOG,MEOX2,0.497
MYOG,MEOX1,0.683
MYOG,EYA2,0.761
MYOG,SIX1,0.859
TCF15,MYOD1,0.444
TCF15,TBX6,0.558
TCF15,MEOX1,0.633
TCF15,PAX1,0.689
TCF15,MEOX2,0.837
MYOD1,PAX1,0.422
MYOD1,TBX6,0.442
MYOD1,MEOX2,0.631
MYOD1,MEOX1,0.651
MYOD1,EYA2,0.685
MYOD1,SIX1,0.856
MEOX2,EYA2,0.565
MEOX2,SIX1,0.602
MEOX2,PAX1,0.648
MEOX2,MEOX1,0.83
KRT24,MEOX1,0.827
SOST,MEOX1,0.81
MEOX1,SIX1,0.714
MEOX1,EYA2,0.751
MEOX1,TBX6,0.774
MEOX1,PAX1,0.859
EYA2,SIX1,0.996
TBX6,PAX1,0.535
PAX1,SIX1,0.5
TULP1,LGALS3,0.651
TULP1,PROS1,0.662
TULP1,GAS6,0.828
GUCA1B,LRAT,0.685
GUCA1B,RPE65,0.737
GUCA1B,RDH12,0.772
LGALS3,GAS6,0.773
LGALS3,MERTK,0.918
RPE65,MERTK,0.896
MFGE8,PROS1,0.598
MFGE8,MERTK,0.819
MFGE8,GAS6,0.933
MERTK,RDH12,0.757
MERTK,LRAT,0.797
MERTK,PROS1,0.999
MERTK,GAS6,0.999
GAS6,MEGF10,0.451
GAS6,PROS1,0.829
WNT3,EGF,0.499
WNT3,MESD,0.729
WNT3,DKK1,0.89
WNT3,LRP6,0.987
WNT3,LRP5,0.995
NEDD8,MESD,0.523
NEDD8,SENP1,0.723
NEDD8,SENP3,0.797
LRP6,SENP1,0.423
LRP6,MESD,0.913
MESD,EGF,0.529
MESD,TLNRD1,0.631
MESD,DKK1,0.634
MESD,SENP3,0.651
MESD,SENP1,0.744
MESD,LRP5,0.935
EGF,DKK1,0.54
LRP5,SENP1,0.426
LRP5,SENP3,0.426
SENP3,SENP1,0.408
DLL3,RIPPLY2,0.47
DLL3,TBX6,0.475
LFNG,RIPPLY2,0.571
LFNG,TBX6,0.745
TCF3,TCF12,0.764
TCF3,MESP2,0.82
TCF3,TCF4,0.909
RIPPLY1,TBX6,0.615
RIPPLY1,MESP2,0.697
MESP2,TBX18,0.694
MESP2,TCF12,0.805
MESP2,RIPPLY2,0.807
MESP2,TCF4,0.822
MESP2,TBX6,0.979
DLL1,RIPPLY2,0.424
DLL1,TBX6,0.837
TBX18,RIPPLY2,0.464
RIPPLY2,TBX6,0.75
TCF4,TCF12,0.992
HGF,CBL,0.671
HGF,PLXNB1,0.755
HGF,SHC1,0.782
HGF,GRB2,0.838
HGF,GAB1,0.858
HGF,SRC,0.867
HGF,ERBB3,0.952
GAB1,SRC,0.89
ERBB3,MET,0.987
MET,PLXNB1,0.996
PLXNB1,CD44,0.459
